Taxon,CopyNumber
Candidatus Rhabdochlamydia porcellionis,1
Aegicerativicinus sediminis,1
Schlegelella thermodepolymerans,1
Mesorhizobium sp. INR15,1
Phototrophicus methaneseepsis,1
Pontivivens ytuae,1
Mycolicibacterium mengxianglii,1
Erythrobacter sp. A30-3,1
Atribacter laminatus,1
Synechococcus sp. CBW1108,1
Synechococcus sp. CBW1107,1
Sulfitobacter sp. B30-2,1
Fannyhessea vaginae,1
Halosimplex litoreum,1
Spongiibacter nanhainus,1
Pelagovum pacificum,1
Mycolicibacterium baixiangningiae,1
Leptolyngbya sp. BL0902,1
Desulfobulbus oligotrophicus,1
Mesorhizobium sp. J8,1
Mycobacterium heckeshornense,2
Thermotomaculum hydrothermale,1
Lysobacter arenosi,1
Lysobacter solisilvae,1
Luteimonas sp. MC1750,1
Breznakiella homolactica,1
Paracoccus sp. MC1862,1
Brevundimonas vitisensis,1
Sphingomonas aliaeris,1
Croceicoccus sp. YJ47,1
Mesorhizobium sp. 113-1-2,1
Mesorhizobium sp. 113-3-3,1
Mesorhizobium sp. 113-3-9,1
Mesorhizobium sp. 131-2-1,1
Mesorhizobium sp. 131-2-5,1
Mesorhizobium sp. 131-3-5,1
Mesorhizobium sp. L-2-11,1
Mesorhizobium sp. L-8-3,1
Mesorhizobium sp. L-8-10,1
Aequorivita iocasae,1
Paradevosia shaoguanensis,1
Sulfitobacter mediterraneus,2
Microbacterium sp. JZ31,1
Xanthobacter dioxanivorans,1
Bulleidia sp. zg-1006,1
Azospira restricta,1
Dyella caseinilytica,1
Geobacter sp. SVR,1
Actinocatenispora thailandica,1
Mariniplasma anaerobium,1
Rhodanobacter sp. FDAARGOS 1247,1
Hydrogenophaga sp. YM1,1
Flagellatimonas centrodinii,1
Thermoleptolyngbya sp. PKUAC-SCTB121,1
Natronosporangium hydrolyticum,1
Fulvivirga lutea,1
Brevundimonas sp. CS1,1
Nocardioides sp. zg-1228,1
Halapricum desulfuricans,4
Natranaeroarchaeum sulfidigenum,1
Variovorax sp. RKNM96,1
Treponema medium,2
Nocardioides aromaticivorans,1
Nocardioides sp. S5,1
Geobacter benzoatilyticus,1
Haloterrigena alkaliphila,1
Halovivax sp. KZCA124,1
Brevundimonas pondensis,1
Brevundimonas goettingensis,1
Polaribacter batillariae,1
Bradyrhizobium sp. 144S4,1
Bradyrhizobium sp. 38S5,1
Polaribacter cellanae,1
Brevilactibacter sp. MC1595,1
Rhizorhabdus wittichii,1
Yimella sp. cx-51,1
Rhodoferax sp. AJA081-3,1
Aureimonas populi,1
Tessaracoccus sp. MC1865,1
Treponema parvum,3
Candidatus Thiothrix anitrata,1
Thiothrix unzii,1
Candidatus Phytoplasma luffae,1
Agromyces archimandritae,1
Flavobacterium sp. CS20,1
Arachnia rubra,2
Caulobacter sp. S6,1
Luteolibacter ambystomatis,1
Methanobacterium sp. MethCAN,1
Sulfitobacter sp. JK7-1,1
Halorubrum sodomense,1
Rhodopseudomonas sp. SK50-23,1
Synechocystis sp. PCC 7338,1
Ferrigenium kumadai,1
Actinocatenispora sera,1
Mycolicibacterium sp. TY66,1
Mycolicibacterium sp. TY81,1
Cellulomonas sp. zg-ZUI188,1
Anthocerotibacter panamensis,1
Lysobacter caseinilyticus,1
Lysobacter helvus,1
Nocardioides aquaticus,1
Cellulomonas sp. zg-ZUI157,1
Halorubrum sp. 2020YC2,1
Nocardioides sp. LMS-CY,1
Gemmobacter fulva,1
Xanthomonas sp. MLO165,1
Lysobacter sp. K5869,1
Amycolatopsis aidingensis,1
Collinsella sp. zg1085,1
Subtercola sp. PAMC28395,1
Nocardioides panacis,1
Microbacterium paraoxydans,1
Tenacibaculum sp. AHE15PA,1
Methylococcus sp. Mc7,1
Rickettsiella endosymbiont of Dermanyssus gallinae,1
Skermania piniformis,1
Mucilaginibacter sp. 21P,1
'''Paulownia witches''''-broom phytoplasma''',1
Brevundimonas sp. PAMC22021,1
Microbacterium sp. PAMC21962,1
Microbacterium sp. PAMC22086,1
Nocardioides panacisoli,1
Candidatus Rhabdochlamydia oedothoracis,1
Mycobacterium diernhoferi,1
Mycobacterium pallens,1
Microbacterium sp. Se5.02b,1
Pseudonocardia sp. DSM 110487,1
Devosia salina,1
Frankia sp. ArI3,1
Neotabrizicola shimadae,1
Mycobacterium holsaticum,1
Mycobacterium senegalense,1
Methanobrevibacter arboriphilus,1
Methylomagnum ishizawai,1
Helicobacter sp. NHP19-0003,1
Helicobacter sp. NHP19-0012,1
Methyloradius palustris,1
Mycolicibacterium farcinogenes,2
Crocinitomix sp. GM2_3_6_6,1
Cellulomonas sp. C5510,1
Caenibius sp. WL,1
Halobaculum magnesiiphilum,1
Mycoplasma sp. E35C,1
Halobaculum rubrum,1
Halobaculum roseum,1
Nocardioides coralli,1
Leptothermofonsia sichuanensis,1
Nitratireductor kimnyeongensis,1
Dactylosporangium vinaceum,1
Mesoflavibacter sp. SCSIO 43206,1
Marixanthomonas sp. SCSIO 43207,1
Synechocystis sp. PCC 7339,1
Sphingomonas sp. AK-PDB1-5,1
Nocardioides rotundus,1
Mycoavidus sp. HKI,1
Pseudoxanthomonas sp. X-1,1
Pseudoxanthomonas japonensis,1
Candidatus Kaistella beijingensis,1
Kovacikia minuta,1
Leucobacter sp. Psy1,1
Micrococcus sp. KD337-16,1
Haloprofundus sp. SQT7-1,1
Haloprofundus sp. SEDH52,1
Candidatus Sulfidibacterium hydrothermale,1
Haloprofundus sp. Gai1-5,1
Muricauda aquimarina,1
Aequorivita sp. F7,1
Kaistella sp. GW4-15,1
Cellulomonas iranensis,1
Candidatus Steffania adelgidicola,1
Haladaptatus sp. PSR8,1
Mesorhizobium sp. PAMC28654,1
Haladaptatus sp. PSR5,1
Mulberry dwarf phytoplasma,1
Nocardioides sp. Kera G14,1
Phyllobacterium sp. T1018,1
Gordonia otitidis,1
Alistipes senegalensis,1
Acidithiobacillus ferriphilus,1
Sphingomonas radiodurans,1
Croceicoccus sp. Ery15,1
Croceicoccus sp. Ery5,1
Nocardioides okcheonensis,1
Subtercola sp. AK-R2A1-2,1
Tardiphaga sp. 37S4,1
Ruania sp. LR1S40,1
Ruania sp. M4N3S171,1
Bradyrhizobium sp. A19,1
Microbacterium sp. cx-55,1
Nocardioides sp. cx-173,1
Frateuria sp. 5GH9-11,1
Frateuria sp. 5GH9-34,1
Microbacterium resistens,1
Thiocapsa bogorovii,1
Paralcaligenes sp. KSB-10,1
Lysobacter sp. KIS68-7,1
Lysobacter sp. 5GHs7-4,1
Leptodesmis sichuanensis,1
Fulvivirga sp. W9P-11,1
Fulvivirga sp. SS9-22,1
Flagellimonas sp. HMM57,1
Flagellimonas sp. CMM7,1
Allobranchiibius sp. GilTou73,1
Aurantimonas sp. HBX-1,1
Microbacterium binotii,1
Halobaculum sp. CBA1158,1
Paracoccus sp. S8-55,1
'''Acaryochloris sp. ''''Moss Beach''''''',1
Muricauda sp. SCSIO 65647,1
Rhodanobacter thiooxydans,1
Cellulomonas sp. EW123,1
Sideroxyarcus emersonii,1
Xanthobacter sp. YC-JY1,1
Clavibacter sp. A6099,1
Tsukamurella pulmonis,1
Sabulilitoribacter sp. BrNp1-15,1
Proteiniphilum sp. JNU-WLY501,1
Mycobacterium sp. IDR2000157661,1
Mycobacterium crocinum,1
Mycobacterium goodii,1
Mycolicibacillus parakoreensis,1
Mycobacterium rufum,1
Mycobacterium virginiense,1
Thermus sp. NEB1569,1
Dyella terrae,1
Roseivivax marinus,1
Mycobacterium paraterrae,1
Nocardioides sp. TF02-7,1
Lawsonibacter asaccharolyticus,1
Mycolicibacterium sp. YH-1,1
Bartonella sp. 46A,1
Luteimonas sp. S4-F44,1
Lysobacter sp. S4-A87,1
Microbacterium sp. H1-D42,1
Sphingopyxis sp. YF1,1
Georgenia sp. TF02-10,1
Pseudosulfitobacter sp. DSM 107133,1
Winogradskyella sp. MH6,1
Orrella sp. f23,1
Agromyces soli,1
Chryseobacterium sp. SC2-2,1
Agromyces sp. CFWR-12,1
Bdellovibrio sp. LBG001,1
Leptospira noguchii,10
Ancylobacter polymorphus,1
Porphyromonas somerae,1
Raoultibacter timonensis,2
Roseomonas sp. S08,1
Acuticoccus sp. I52.16.1,1
Leucobacter sp. H25R-14,1
Agromyces sp. H17E-10,1
Pseudoxanthomonas sp. F37,1
Agrococcus sp. SCSIO52902,1
Muricauda sp. SCSIO 64092,1
Luteibacter sp. 321,1
Luteibacter sp. 335,1
Luteibacter sp. 353,1
Tsukamurella sp. PLM1,1
Anaeromyxobacter sp. Red232,1
Anaeromyxobacter sp. Red630,1
Bizionia sp. M204,1
Nocardioides sp. InS609-2,1
Sphingomonas sp. DS-9,1
Halorussus sp. XZYJT40,1
Sediminicoccus rosea,1
Seonamhaeicola sp. ML3,1
Gardnerella piotii,1
Gardnerella swidsinskii,1
Gulosibacter sediminis,1
'''Mycobacterium sp. ''''sulfur cave''''''',1
Brevundimonas albigilva,1
Micrococcus yunnanensis,1
Luteibacter sp. EIF3,1
Methanobrevibacter sp. TLL-48-HuF1,1
Devriesea agamarum,1
Orrella dioscoreae,1
Proteiniphilum saccharofermentans,1
Petrimonas mucosa,1
Murdochiella vaginalis,2
Olsenella timonensis,1
Ezakiella massiliensis,1
Herminiimonas arsenitoxidans,1
Vaginimicrobium propionicum,1
Mesotoga infera,1
Phoenicibacter congonensis,2
Bradyrhizobium sp. ORS 285,1
Cutibacterium granulosum,1
Mycolicibacterium thermoresistibile,1
Hartmannibacter diazotrophicus,1
Metamycoplasma alkalescens,1
Mycolicibacterium hassiacum,1
Arthrobacter agilis,1
Mycolicibacterium aurum,1
Propionibacterium australiense,1
Trueperella bialowiezensis,1
Kaistella jeonii,1
Helicobacter pullorum,1
Helicobacter cholecystus,1
Bartonella elizabethae,1
Tessaracoccus lapidicaptus,1
Mycoplasmopsis columbina,1
Mycoplasmopsis meleagridis,1
Mycoplasmopsis columbinasalis,1
Ruthenibacterium lactatiformans,1
Candidatus Nitrosocosmicus franklandus,1
Methylocella tundrae,1
Brevundimonas vancanneytii,1
Variovorax sp. PBL-H6,1
Variovorax sp. SRS16,1
Variovorax sp. RA8,1
Variovorax sp. PBL-E5,1
Variovorax sp. PBS-H4,1
Variovorax sp. WDL1,1
Planococcus massiliensis,1
Aquicella lusitana,1
Aquicella siphonis,1
Candidatus Nitrosacidococcus tergens,1
Methanocaldococcus sp. SG1,1
Methanocaldococcus sp. SG7,1
Xanthomonas euroxanthea,4
Xanthomonas sp. CPBF 426,1
Microbacterium sp. Nx66,1
Agreia sp. COWG,1
Microbacterium hydrocarbonoxydans,1
Xanthomonas hydrangeae,4
Lysobacter sp. CECT 30171,1
Pseudoclavibacter triregionum,1
Pseudoclavibacter sp. Marseille-Q3772,1
Candidatus Nitrotoga arctica,1
Aeromicrobium sp. Leaf245,1
Haploplasma,1
Halosimplex,4
Leptonema,1
Leptospira,11
Blastopirellula,1
Desulfurella,2
Mycolicibacterium,46
Candidatus Phytoplasma,11
Acidithiobacillus,7
Ureaplasma,2
Xylella,2
Chlorobaculum,3
Xanthomonas,27
Haloquadratum,1
Synechocystis,5
Magnetospirillum,4
Microcystis,3
Deferribacter,1
Thiobacillus,1
Nitrosococcus,4
Anaeromyxobacter,5
Saccharophagus,1
Methylobacillus,1
Oenococcus,3
Maricaulis,1
Alkalilimnicola,1
Syntrophobacter,1
Halorhodospira,2
Roseiflexus,2
Acidiphilium,2
Geotalea,2
Fervidobacterium,3
Crocosphaera,1
Acaryochloris,2
Dinoroseobacter,1
Candidatus Desulforudis,1
Petrotoga,1
Renibacterium,1
Leptothrix,1
Trichlorobacter,1
Coprothermobacter,1
Dictyoglomus,2
Sulfurihydrogenibium,1
Persephonella,1
Thermomicrobium,1
Methylocella,2
Rippkaea,1
Desulfatibacillum,1
Beutenbergia,1
Desulfomicrobium,2
Acidimicrobium,1
Kosmotoga,2
Methylovorus,2
Hirschia,1
Slackia,1
Kytococcus,1
Methanocaldococcus,8
Kangiella,4
Robiginitalea,1
Desulfohalobium,1
Meiothermus,3
Stackebrandtia,1
Ammonifex,1
Halothiobacillus,2
Haliangium,1
Sphaerobacter,1
Thermobaculum,1
Candidatus Atelocyanobacterium,1
Gardnerella,3
Mageeibacillus,1
Sideroxydans,1
Denitrovibrio,1
Methanohalophilus,2
Coraliomargarita,1
Lawsonia,1
Clavibacter,3
Propionibacterium,3
Planctopirus,2
Desulfurivibrio,1
Tsukamurella,4
Syntrophothermus,1
Truepera,1
Waddlia,1
Candidatus Riesia,1
Sediminispirochaeta,1
Candidatus Cloacimonas,1
Mesotoga,2
Methanolacinia,1
Stigmatella,1
Rubinisphaera,1
Rhodomicrobium,1
Methanothermus,1
Methanothermococcus,1
Calditerrivibrio,1
Marivirga,1
Oceanithermus,1
Intrasporangium,1
Thermaerobacter,3
Nitratifractor,1
Desulfobulbus,3
Desulfurobacterium,1
Polymorphum,1
Hippea,1
Fluviicola,1
Coriobacterium,1
Parasynechococcus,1
Croceibacter,1
Mobiluncus,1
Methanohalobium,1
Anaerolinea,1
Halobacteriovorax,2
Thermodesulfobium,2
Haliscomenobacter,1
Tepidanaerobacter,1
Hydrogenobaculum,4
Mycolicibacter,4
Leadbettera,1
Methanotorris,1
Thermodesulfatator,1
Flexistipes,1
Advenella,2
Muricauda,7
Rhodanobacter,4
Owenweeksia,1
Tannerella,2
Niabella,2
Wigglesworthia,1
Aequorivita,4
Turneriella,1
Acetomicrobium,1
Arachnia,2
Caldilinea,1
Sulfuricella,1
Gloeocapsa,1
Stanieria,2
Thioflavicoccus,1
Methanomethylovorans,1
Ilumatobacter,1
Candidatus Symbiobacter,1
Salinispira,1
Halostagnicola,1
Gemmatirosa,1
Roseibacterium,1
Castellaniella,1
Draconibacterium,2
Neochlamydia,1
Fimbriimonas,1
Dyella,6
Palaeococcus,1
Sandaracinus,1
Planktomarina,1
Candidatus Paracaedibacter,1
Pimelobacter,1
Berryella,1
Sulfuritalea,1
Serpentinimonas,2
Rathayibacter,10
Rugosibacter,1
Psychromicrobium,1
Alteracholeplasma,1
Magnetospira,1
Zobellia,1
Sedimenticola,1
Croceibacterium,1
Spongiibacter,2
Parascardovia,1
Scardovia,1
Methylophilus,1
Arsenicicoccus,1
Luteipulveratus,1
Ottowia,3
Chelatococcus,2
Lawsonella,1
Beggiatoa,1
Actibacterium,1
Pseudohongiella,1
Intestinimonas,1
Aeromicrobium,6
Limnochorda,1
Bosea,7
Frondihabitans,2
Sphingorhabdus,4
Frigidibacter,1
Dokdonella,1
Ectothiorhodospira,1
Flavisolibacter,2
Mitsuaria,1
Serinicoccus,4
Methyloversatilis,1
Blastomonas,2
Urechidicola,1
Moorena,1
Luteibacter,6
Janibacter,4
Tardibacter,1
Seonamhaeicola,2
Fuerstiella,1
Halioglobus,2
Limihaloglobus,1
Halolamina,1
Halomicronema,1
Cnuibacter,1
Oceanicoccus,1
Candidatus Nucleicultrix,1
Yoonia,1
Pseudosulfitobacter,2
Antarctobacter,1
Rhizorhabdus,3
Halopenitus,1
Candidatus Nitrosoglobus,1
Pacificitalea,1
Entomoplasma,2
Thiodictyon,1
Sagittula,1
Bacteriovorax,1
Flavivirga,1
Salinigranum,1
Halalkaliarchaeum,1
Pukyongia,1
Fastidiosipila,1
Mogibacterium,1
Mesoflavibacter,4
Phreatobacter,2
Ahniella,1
Fuscovulum,1
Actinobaculum,1
Miniimonas,1
Salinisphaera,1
Auritidibacter,1
Arcticibacterium,1
Haloplanus,3
Euzebya,1
Methanofervidicoccus,1
Austwickia,1
Mariniflexile,1
Solimonas,1
Breoghania,1
Maritalea,1
Profundibacter,1
Paraflavitalea,1
Methylocaldum,1
Chryseolinea,1
Gryllotalpicola,1
Euzebyella,1
Halarchaeum,1
Plantibacter,2
Caenibius,2
Tabrizicola,1
Georhizobium,1
Rickettsiella,2
Mycoavidus,3
Aerosticca,1
Sphingosinicella,2
Sulfuritortus,1
Sulfurivermis,1
Geovibrio,1
Muriicola,1
Pseudolysobacter,1
Egicoccus,1
Halobellus,1
Haloprofundus,4
Desulfoglaeba,1
Luteithermobacter,1
Aggregatimonas,1
Aureibaculum,1
Thermomonas,5
Stella,1
Changchengzhania,1
Rubripirellula,1
Gimesia,3
Urbifossiella,1
Maioricimonas,1
Symmachiella,1
Bremerella,1
Polystyrenella,1
Aureliella,1
Humibacter,1
Euhalothece,1
Nesterenkonia,1
Pseudobacter,1
Youhaiella,1
Ruania,5
Hypericibacter,2
Ancylobacter,3
Roseivivax,4
Maribius,1
Heliorestis,1
Pseudactinotalea,1
Desulfosarcina,3
Guyparkeria,1
Phnomibacter,1
Casimicrobium,1
Diaminobutyricimonas,1
Permianibacter,1
Maribellus,1
Stappia,1
Tichowtungia,1
Aequoribacter,1
Marisediminicola,1
Athalassotoga,1
Fluviibacter,1
Sinimarinibacterium,1
Kineobactrum,1
Roseimicrobium,1
Nordella,1
Pontibrevibacter,1
Propioniciclava,1
Phytohabitans,2
Sulfurimicrobium,1
Luteolibacter,2
Usitatibacter,2
Limnobacter,1
Oceanidesulfovibrio,1
Herbiconiux,1
Frigoriglobus,1
Candidatus Nitrotoga,2
Thermoleptolyngbya,2
Desulfolutivibrio,1
Methanolobus,1
Actinotalea,1
Mumia,1
Frigoribacterium,1
Constantimarinum,1
Novosphingopyxis,1
Croceimicrobium,1
Defluviicoccus,1
Roseicitreum,1
Dissulfurispira,1
Roseococcus,1
Cruoricaptor,1
Humisphaera,1
Kordiimonas,1
Thermophilibacter,1
Paludibaculum,1
Candidatus Rhabdochlamydia,2
Aegicerativicinus,1
Phototrophicus,1
Pontivivens,1
Atribacter,1
Fannyhessea,1
Pelagovum,1
Thermotomaculum,1
Breznakiella,1
Paradevosia,1
Xanthobacter,2
Bulleidia,1
Actinocatenispora,2
Mariniplasma,1
Flagellatimonas,1
Natronosporangium,1
Natranaeroarchaeum,1
Brevilactibacter,1
Yimella,1
Ferrigenium,1
Anthocerotibacter,1
Subtercola,2
Skermania,1
Neotabrizicola,1
Methylomagnum,1
Methyloradius,1
Crocinitomix,1
Leptothermofonsia,1
Dactylosporangium,1
Marixanthomonas,1
Kovacikia,1
Candidatus Sulfidibacterium,1
Candidatus Steffania,1
Thiocapsa,1
Paralcaligenes,1
Leptodesmis,1
Flagellimonas,2
Allobranchiibius,1
Aurantimonas,1
Sideroxyarcus,1
Sabulilitoribacter,1
Proteiniphilum,2
Mycolicibacillus,1
Lawsonibacter,1
Raoultibacter,1
Acuticoccus,1
Bizionia,1
Sediminicoccus,1
Gulosibacter,1
Devriesea,1
Petrimonas,1
Murdochiella,1
Herminiimonas,1
Vaginimicrobium,1
Phoenicibacter,1
Hartmannibacter,1
Ruthenibacterium,1
Aquicella,2
Candidatus Nitrosacidococcus,1
Agreia,1
Pseudoclavibacter,2
Aquificaceae,4
Leptospiraceae,3
Desulfurellaceae,2
Acidithiobacillaceae,1
Merismopediaceae,1
Microcystaceae,1
Deferribacteraceae,1
Thiobacillaceae,2
Anaeromyxobacteraceae,1
Methylophilaceae,6
Syntrophobacteraceae,2
Roseiflexaceae,1
Methanoregulaceae,2
Acaryochloridaceae,1
Beijerinckiaceae,3
Coprothermobacteraceae,1
Dictyoglomaceae,1
Hydrogenothermaceae,2
Thermomicrobiaceae,1
Beutenbergiaceae,2
Desulfomicrobiaceae,1
Acidimicrobiaceae,1
Kosmotogaceae,2
Kytococcaceae,1
Methanocaldococcaceae,2
Kangiellaceae,1
Desulfohalobiaceae,1
Halothiobacillaceae,1
Kofleriaceae,1
Sphaerobacteraceae,1
Geovibrionaceae,2
Tsukamurellaceae,1
Trueperaceae,1
Waddliaceae,1
Methanothermaceae,1
Calditerrivibrionaceae,1
Marivirgaceae,1
Clostridiales Family XVII. Incertae Sedis,1
Crocinitomicaceae,2
Halobacteriovoraceae,1
Thermodesulfobiaceae,1
Haliscomenobacteraceae,1
Tepidanaerobacteraceae,1
Flexistipitaceae,1
Schleiferiaceae,2
Caldilineaceae,1
Dermocarpellaceae,1
Ilumatobacteraceae,1
Prolixibacteraceae,2
Fimbriimonadaceae,1
Sandaracinaceae,1
Candidatus Paracaedibacteraceae,1
Chelatococcaceae,1
Lawsonellaceae,1
Limnochordaceae,1
Boseaceae,1
Halieaceae,3
Prochlorotrichaceae,1
Caedimonadaceae,1
Granulosicoccaceae,2
Bacteriovoracaceae,1
Phreatobacteraceae,1
Salinisphaeraceae,1
Euzebyaceae,1
Sinobacteraceae,3
Breoghaniaceae,1
Thioalkalispiraceae,1
Egicoccaceae,1
Stellaceae,1
Ruaniaceae,1
Thioalkalibacteraceae,1
Casimicrobiaceae,1
Tichowtungiaceae,1
Mesoaciditogaceae,1
Fluviibacteraceae,1
Usitatibacteraceae,1
Oculatellaceae,1
Dissulfurispiraceae,1
Tepidisphaeraceae,1
Kordiimonadaceae,1
Bryobacteraceae,1
Rhabdochlamydiaceae,1
Phototrophicaceae,1
Atribacteraceae,1
Thermotomaculaceae,1
Amorphaceae,1
Pleomorphomonadaceae,1
Bryobacterales,2
Candidatus Sulfidibacteriales,1
Leptospirales,1
Desulfurellales,1
Acidithiobacillales,1
Deferribacterales,4
Syntrophobacterales,1
Coprothermobacterales,1
Dictyoglomales,1
Thermomicrobiales,1
Kosmotogales,1
Kangiellales,1
Sphaerobacterales,1
Trueperales,1
Bacteriovoracales,2
Caldilineales,1
Fimbriimonadales,1
Limnochordales,1
Salinisphaerales,1
Euzebyales,1
Egicoccales,1
Tichowtungiales,1
Mesoaciditogales,1
Tepidisphaerales,1
Kordiimonadales,1
Phototrophicales,1
Atribacterales,1
Thermotomaculales,1
Acidithiobacillia,1
Deferribacteres,1
Coprothermobacteria,1
Dictyoglomia,1
Thermomicrobia,2
Caldilineae,1
Fimbriimonadia,1
Limnochordia,1
Tichowtungiia,1
Candidatus Thermofonsia,1
Atribacteria,1
Candidatus Cloacimonetes,1
Deferribacteres,1
Coprothermobacterota,1
Dictyoglomi,1
Armatimonadetes,1
Atribacterota,1
Micrococcus,4
Chlamydia trachomatis,95
Planctomycetes,4
Mycoplasma gallisepticum,23
Helicobacter,18
Micrococcus luteus,14
Entomoplasmataceae,2
Xanthomonadaceae,8
Xanthobacteraceae,6
Ornithinimicrobiaceae,2
Aquificae,2
Aquificae,1
Xanthomonadales,2
Rhodanobacteraceae,7
Caulobacter,8
Methanobrevibacter,8
Alistipes,8
Planctomycetaceae,8
Rikenellaceae,1
Synechococcales,4
Planctomycetales,1
Variovorax,15
Methanococcales,3
Methanococci,1
Mesoplasma,7
Synechococcus,51
Leptolyngbyaceae,4
Methanobacteriales,2
Methanobacteria,1
Frankia,6
Geobacter,6
Salinibacterium,6
Ornithinimicrobium,6
Frankiaceae,1
Frankiales,1
Hydrogenophaga,11
Bartonella,22
Bartonellaceae,1
Bartonella quintana,5
Microbacterium hominis,5
Polaromonas,5
Maribacter,5
Devosiaceae,5
Propionibacteriales,3
Propionibacteriaceae,10
Deltaproteobacteria,10
Halorubrum,9
Thermaceae,4
Sulfuricellaceae,3
Thermales,1
Methylococcus,4
Aminobacter,4
Oscillatoriaceae,2
Dermacoccaceae,4
Fulvivirgaceae,2
Hyphomicrobiales,26
Halobacteria,3
Aurantimonadaceae,3
Methanomicrobia,4
Methanobacterium,7
Agromyces,10
Methanobacteriaceae,4
Chitinophagaceae,14
Legionellales,2
Chitinophagales,1
Thermotogae,4
Chitinophagia,1
Thermotogae,1
Stenotrophomonas rhizophila,3
Acholeplasma,3
Methanocella,3
Chlorobium,3
Teredinibacter,3
Nakamurella,3
Cellulomonas,15
Pusillimonas (ex Stolz et al. 2005),3
Leptospirillum,3
Candidatus Nitrosocosmicus,3
Celeribacter,3
Aureimonas,6
Orrella,3
Haladaptatus,3
Bifidobacteriaceae,4
Methanocellaceae,1
Aphanothecaceae,6
Atopobiaceae,5
Nakamurellaceae,1
Gallionellaceae,6
Breznakiellaceae,3
Sterolibacteriaceae,3
Spongiibacteraceae,3
Bifidobacteriales,1
Methanocellales,1
Nakamurellales,1
Methylocystaceae,2
Cyanobacteria,11
Campylobacter jejuni,245
Leucobacter,13
Acholeplasmataceae,6
Roseobacteraceae,27
Acholeplasmatales,1
